8536.0,400.0,0.0,24.35,70.93,140.0,673.0,75.94936
8570.0,400.0,0.0,24.35,70.93,143.0,751.0,75.94936
8604.0,400.0,0.0,24.36,70.95,140.0,742.0,75.94936
8639.0,400.0,0.0,24.36,70.95,141.0,677.0,75.94936
8673.0,400.0,0.0,24.35,70.95,139.0,594.0,75.94936
8708.0,400.0,0.0,24.35,70.95,140.0,521.0,75.94936
8741.0,400.0,0.0,24.35,71.02,142.0,467.0,75.94936
8776.0,400.0,0.0,24.35,71.02,142.0,443.0,75.94936
8810.0,400.0,0.0,24.35,71.01,140.0,447.0,75.94936
8845.0,400.0,0.0,24.35,71.01,141.0,458.0,75.94936
8879.0,400.0,0.0,24.35,71.0,140.0,473.0,75.94936
8914.0,400.0,0.0,24.35,71.0,141.0,477.0,75.94936
8951.0,400.0,0.0,24.36,70.96,142.0,468.0,75.94936
8982.0,400.0,0.0,24.36,70.96,140.0,467.0,75.94936
9016.0,400.0,0.0,24.36,70.97,139.0,466.0,75.94936
9051.0,400.0,0.0,24.36,70.97,140.0,458.0,75.94936
9084.0,400.0,0.0,24.35,71.0,140.0,444.0,75.94936
9119.0,400.0,0.0,24.35,71.0,140.0,440.0,75.94936
9153.0,400.0,0.0,24.36,70.93,142.0,443.0,75.94936
9188.0,400.0,0.0,24.36,70.93,139.0,442.0,75.94936
9222.0,400.0,0.0,24.35,70.97,140.0,441.0,75.94936
9256.0,400.0,0.0,24.35,70.97,140.0,451.0,75.94936
9290.0,400.0,0.0,24.36,70.97,140.0,520.0,75.94936
9325.0,400.0,0.0,24.36,70.97,140.0,645.0,75.94936
9360.0,400.0,0.0,24.36,70.98,143.0,747.0,72.90401
9394.0,400.0,0.0,24.36,70.98,141.0,760.0,72.90401
9428.0,400.0,0.0,24.36,70.98,140.0,704.0,72.90401
9462.0,400.0,0.0,24.36,70.98,142.0,622.0,72.90401
9500.0,400.0,0.0,24.36,70.97,140.0,529.0,72.90401
9530.0,400.0,0.0,24.36,70.97,141.0,490.0,72.90401
9566.0,400.0,0.0,24.36,70.93,139.0,441.0,72.90401
9598.0,400.0,0.0,24.36,70.93,140.0,439.0,72.90401
9634.0,400.0,0.0,24.36,70.9,142.0,444.0,72.90401
9667.0,400.0,0.0,24.36,70.9,141.0,464.0,72.90401
9703.0,400.0,0.0,24.36,70.95,140.0,463.0,72.90401
9736.0,400.0,0.0,24.36,70.95,142.0,479.0,72.90401
9772.0,400.0,0.0,24.36,70.89,140.0,460.0,72.90401
9804.0,400.0,0.0,24.36,70.89,142.0,459.0,72.90401
9840.0,400.0,0.0,24.36,70.95,141.0,441.0,72.90401
9873.0,400.0,0.0,24.36,70.95,140.0,446.0,72.90401
